source,date,route_name,location,sector,area,country,6a,grade_french,grade_uiaa,grade_original,style,route_type,height,comment,tries,url,stars,latitude,longitude
mountain_project,2025-06-16,More Than Just A Pretty Face,Squamish,,International > North America > Canada > British Columbia > Squamish > Murrin Park > Lakeside in the Woods,CA,6b+,6b+,VI,6+,Flash,Sport,40,,,https://www.mountainproject.com/route/108259507/more-than-just-a-pretty-face,3.2,49.7016,-123.1558
mountain_project,2025-06-16,"Hungry, Hungry Hippos",Squamish,,International > North America > Canada > British Columbia > Squamish > Murrin Park > Commonwealth,6a,6a,6a+,V+,6-,Flash,Trad,65,,,https://www.mountainproject.com/route/108228177/hungry-hungry-hippos,2.5,49.7016,-123.1558
mountain_project,2025-06-16,Ancient Squamish Secret,Squamish,,International > North America > Canada > British Columbia > Squamish > Murrin Park > Commonwealth,CA,6a,6a,V,5+,Onsight,Trad,80,,,https://www.mountainproject.com/route/108239896/ancient-squamish-secret,2.6,49.7016,-123.1558
mountain_project,2025-06-16,The Total StinkEye,Squamish,,International > North America > Canada > British Columbia > Squamish > Murrin Park > Commonwealth,CA,5a,5a,IV,5-,Onsight,Trad,80,,,https://www.mountainproject.com/route/112049870/the-total-stinkeye,2.3,49.7016,-123.1558
mountain_project,2025-06-16,"""Otto Mattock""",Squamish,,International > North America > Canada > British Columbia > Squamish > Murrin Park > Commonwealth,CA,4c,4c,IV-,4+,Onsight,Trad,76,,,https://www.mountainproject.com/route/109912598/otto-mattock,2.5,49.7016,-123.1558
manual_ticket,2024-05-31T12:00:00Z,After Seven,Manure Pile Buttress,,California > Highway 50 Corridor > Lover's Leap > Manure Pile Buttress,US,6a,6a,V,5.8,Lead,Trad,30,,,,1,38.7433,-120.1147
manual_ticket,2024-05-28T12:00:00Z,Bear's Reach,Lover's Leap East Wall,,California > Highway 50 Corridor > Lover's Leap > Main Formation > East Wall,US,5c,5c,V-,5.7,Onsight,Trad,90,I didn't do the wale move,,,2,38.7433,-120.1147
manual_ticket,2024-05-28T12:00:00Z,Surrealistic Pillar,Lover's Leap Lower Buttress,,California > Highway 50 Corridor > Lover's Leap > Lower Buttress,US,5c,5c,V-,5.7,Onsight,Trad,90,,,,1,38.7433,-120.1147
manual_ticket,2024-05-27T12:00:00Z,Corrugation Corner,Lover's Leap Main Wall,,California > Highway 50 Corridor > Lover's Leap > Main Formation > Main Wall,US,5c,5c,V-,5.7,Follow,Trad,90,,,,4,38.7433,-120.1147
manual_ticket,2024-06-05T12:00:00Z,Central Pillar of Frenzy,Middle Cathedral Rock,,California > Yosemite Valley > Cathedral Area > Middle Cathedral Rock,US,6a+,6a+,V+,5.9,Fell/Hung,Trad,150,Fell on second pitch due to a slippery hold but very nice,,,2,37.7292,-119.6378
manual_ticket,2024-06-04T12:00:00Z,Unknown 5.9,Sentinel Creek Area,,California > Yosemite Valley > Valley South Side > Sentinel Creek Area,US,6a+,6a+,V+,5.9,Redpoint,Trad,30,Second go,,,2,37.7194,-119.6025
manual_ticket,2024-06-02T12:00:00Z,Royal Arches,Royal Arches,,California > Yosemite Valley > Royal Arches > Central Royal Arches,US,6b,6b,VI-,5.10-,Redpoint,"Trad, Aid",450,So beautiful! 5.10 variation not too hard,,,1,37.7486,-119.570043
manual_ticket,2024-05-31T12:00:00Z,The Caverns,Five Open Books,,California > Yosemite Valley > E. Yosemite Falls Area > Five Open Books > First Tier,US,6a,6a,V,5.8,Lead,Trad,120,,,,1,37.7489,-119.5969
manual_ticket,2024-05-31T12:00:00Z,Jamcrack,Sunnyside Bench,,California > Yosemite Valley > E. Yosemite Falls Area > Sunnyside Bench,US,6a+,6a+,V+,5.9,Redpoint,Trad,60,,,,2,37.7489,-119.5969
